244.013186,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,247.799711,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,244.345374,243.340692,2.544981,196.183213,215.727301,129.887126,20.617882,142.218983,273.120363,244.081389,0.000000
0.000000,0.000000,232.299229,239.503135,0.320230,233.202581,177.536446,52.758861,23.984208,246.247970,189.540917,60.256067,0.000000
0.000000,0.000000,271.503096,267.289866,0.833022,86.694869,0.000000,0.000000,0.000000,26.852512,0.000000,0.000000,0.000000
0.000000,0.000000,257.632862,190.137584,0.093934,77.876143,0.000000,0.000000,3.039848,214.941952,0.000000,0.000000,0.000000
0.000000,0.000000,245.338964,243.933510,9.475513,240.471981,235.061340,164.311844,55.010250,178.132021,276.391655,244.816340,0.000000
0.000000,0.000000,234.651717,240.334620,1.824360,246.256272,224.172212,135.449361,56.385039,247.797516,256.477536,125.420242,0.000000
0.000000,0.000000,270.030175,265.880488,3.335650,223.583560,259.926769,156.577241,28.414933,138.957879,300.499482,245.401929,0.000000
0.000000,0.000000,256.175281,251.650606,0.751840,230.670966,246.567698,97.170415,29.905051,271.907453,187.798867,110.495715,0.000000
0.000000,0.000000,236.864843,202.179270,0.208269,24.235567,187.014083,30.368814,2.273145,13.330024,37.610996,9.164917,0.000000
0.000000,0.000000,190.152569,70.668104,0.000000,35.881811,83.813251,8.671950,1.511419,97.516291,8.767160,1.238235,0.000000
0.000000,0.000000,231.025327,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,256.008366,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
