126.949439,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,133.486610,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,155.890196,141.465458,0.069845,121.043414,55.757144,3.357932,7.935240,114.117503,158.021029,275.999599,0.000000
0.000000,0.000000,87.112742,108.345878,0.490034,93.728260,54.308382,8.213706,4.733950,134.900751,152.737260,167.293297,0.000000
0.000000,0.000000,153.916370,151.499995,20.734344,139.398029,0.000000,0.000000,2.847232,148.388814,0.000000,0.000000,0.000000
0.000000,0.000000,125.149982,103.709217,2.230419,111.277528,0.000000,0.000000,27.507220,130.478272,0.000000,0.000000,0.000000
0.000000,0.000000,167.856527,141.566729,3.888073,106.141101,109.304748,7.498243,6.995097,114.523912,142.355514,330.547495,0.000000
0.000000,0.000000,91.234879,101.418281,3.012783,122.289107,88.272831,3.799536,6.016848,143.670136,161.304717,127.317090,0.000000
0.000000,0.000000,171.627064,161.247108,29.277178,133.030016,129.213575,33.606059,34.635143,132.251944,171.482202,326.575995,0.000000
0.000000,0.000000,112.506703,101.578794,9.148006,102.914858,96.173300,34.708145,32.681586,158.740892,182.296820,185.811429,0.000000
0.000000,0.000000,110.988342,89.389762,-0.776276,91.010604,107.391777,-1.307291,0.158088,113.692810,142.646266,92.153652,0.000000
0.000000,0.000000,87.511068,76.805216,0.000000,92.861115,74.509871,1.877627,1.621652,101.890087,113.891807,32.093198,0.000000
0.000000,0.000000,78.293285,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,224.725570,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
